数据库：分省年度数据
指标：民用重型载货汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,6.13,5.58,5.05,4.50,3.92,3.22,2.55,2.34,2.40,2.39
天津市,5.37,4.70,4.09,4.28,3.57,2.77,1.78,1.86,1.85,1.89
河北省,49.28,53.28,53.85,49.37,43.59,36.97,22.62,21.34,20.16,20.02
山西省,21.75,21.36,21.28,22.92,20.00,15.71,12.22,10.45,9.71,10.28
内蒙古自治区,14.84,15.71,16.69,24.09,21.83,18.76,13.66,12.47,12.24,10.65
辽宁省,22.09,20.12,23.68,22.34,18.83,15.27,9.99,9.87,11.93,10.57
吉林省,12.19,11.53,10.57,11.22,9.68,7.62,5.01,4.70,4.33,4.32
黑龙江省,19.64,18.21,17.90,18.59,15.69,12.47,7.09,6.26,5.63,5.66
上海市,7.83,7.06,5.63,5.73,4.82,3.73,3.30,3.06,2.82,2.65
江苏省,36.33,34.35,30.29,26.97,21.77,15.62,8.33,7.39,5.85,5.11
浙江省,15.58,14.74,12.88,11.63,9.65,7.20,3.57,3.47,3.38,3.07
安徽省,30.34,27.05,24.06,24.27,20.24,15.92,8.33,7.31,6.10,5.09
福建省,10.20,9.17,8.22,7.60,6.49,5.11,2.76,2.60,2.13,1.64
江西省,17.87,16.05,13.83,15.93,13.83,11.66,9.32,8.81,7.94,7.42
山东省,52.10,48.49,44.81,43.25,37.42,28.87,11.77,10.65,9.73,8.79
河南省,43.70,39.87,36.99,36.69,30.72,24.90,15.54,15.43,13.98,13.69
湖北省,15.40,13.31,11.84,10.84,8.85,7.02,4.81,3.87,3.30,2.93
湖南省,12.46,10.94,10.23,9.86,8.19,6.74,5.59,4.87,4.44,4.02
广东省,25.80,23.20,20.77,19.15,16.81,13.80,8.71,9.54,9.82,12.11
广西壮族自治区,13.59,13.45,11.79,10.44,8.97,6.81,4.91,4.54,3.94,3.89
海南省,1.21,1.18,1.25,1.32,1.13,0.95,0.90,1.06,1.13,1.23
重庆市,9.79,8.56,6.97,6.29,6.78,5.54,4.83,4.24,3.65,2.93
四川省,20.44,18.66,16.27,14.36,11.43,8.08,5.14,3.79,2.81,2.52
贵州省,7.05,5.65,4.74,5.11,5.06,4.15,3.53,3.38,3.21,3.72
云南省,11.35,10.70,11.07,10.33,8.67,6.77,5.74,5.42,5.37,5.89
西藏自治区,2.03,2.16,2.79,2.69,2.23,2.25,1.49,2.68,2.22,2.17
陕西省,14.09,13.77,13.37,12.50,10.86,7.83,4.34,3.77,3.15,2.94
甘肃省,9.56,8.78,8.12,7.40,6.29,4.78,3.34,2.98,2.81,2.70
青海省,2.69,2.50,2.59,2.47,2.10,1.72,1.35,1.12,1.02,0.92
宁夏回族自治区,6.20,6.10,5.51,4.94,4.03,3.14,1.85,1.55,1.34,1.23
新疆维吾尔自治区,16.75,15.77,15.39,13.49,11.35,9.67,6.49,5.94,5.62,5.61
注：从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。
数据来源：国家统计局
