数据库：分省年度数据
指标：民用载货汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,28.91,25.71,23.70,21.49,19.39,18.30,18.13,17.56,17.69,17.73
天津市,27.09,24.34,22.19,21.34,19.15,16.62,14.68,14.00,12.82,11.96
河北省,143.54,150.01,153.42,137.15,121.50,104.36,79.92,75.07,70.39,70.86
山西省,59.11,58.29,56.78,61.27,55.82,48.54,42.65,38.72,36.29,37.96
内蒙古自治区,51.17,49.96,47.72,54.52,48.51,42.20,33.80,30.52,28.43,24.88
辽宁省,80.04,73.51,82.22,76.85,67.42,56.79,44.00,42.46,47.31,42.39
吉林省,42.22,40.23,36.99,36.98,32.85,27.73,22.29,20.80,17.62,17.91
黑龙江省,61.77,58.14,55.86,55.27,48.98,41.27,30.77,27.96,25.80,26.28
上海市,19.56,20.14,20.73,24.83,23.81,22.19,21.39,20.78,19.98,19.16
江苏省,97.17,96.79,89.29,82.39,72.50,61.23,49.82,47.99,44.90,43.35
浙江省,111.56,112.36,105.02,97.00,87.29,76.65,66.90,63.81,59.74,55.90
安徽省,86.15,79.94,74.23,74.51,66.34,56.60,44.37,40.58,36.45,33.21
福建省,66.48,62.36,57.49,51.77,45.11,38.46,32.85,30.70,27.23,23.14
江西省,58.40,54.56,47.01,46.76,40.17,33.42,27.23,24.69,21.96,19.89
山东省,175.39,176.22,159.88,149.06,134.45,112.87,83.03,79.36,76.44,72.89
河南省,165.63,120.78,109.61,106.35,90.75,76.35,59.25,57.16,51.88,49.17
湖北省,72.73,68.62,62.69,59.72,53.29,46.07,38.54,33.92,30.96,30.96
湖南省,66.40,61.17,58.17,54.92,48.22,41.07,35.35,31.85,29.46,27.97
广东省,181.81,178.89,169.86,159.92,147.53,133.24,122.97,122.68,118.88,118.84
广西壮族自治区,57.22,55.74,49.20,42.90,36.82,30.10,24.48,21.66,18.76,19.48
海南省,13.02,12.14,11.12,10.17,8.58,7.00,6.32,6.24,5.86,5.61
重庆市,36.94,34.44,31.56,28.34,34.03,29.30,25.47,23.86,22.61,20.09
四川省,91.02,87.99,83.77,77.49,70.45,61.24,49.78,44.37,40.33,39.39
贵州省,47.77,41.50,36.72,34.23,32.73,27.29,22.26,19.10,16.68,17.56
云南省,80.94,78.46,77.88,71.66,63.39,54.55,47.16,43.00,39.38,40.38
西藏自治区,10.96,9.80,8.33,7.42,6.32,5.74,4.62,5.04,4.19,3.96
陕西省,49.86,47.88,45.54,41.74,36.32,28.97,22.08,19.89,17.76,18.82
甘肃省,43.79,39.89,35.42,31.00,26.37,20.91,16.36,14.71,13.60,13.62
青海省,13.82,12.79,11.77,10.62,8.99,7.42,6.15,5.25,4.83,4.85
宁夏回族自治区,24.45,22.35,19.41,16.51,13.52,10.75,8.11,7.15,6.63,6.90
新疆维吾尔自治区,60.55,55.61,51.18,43.79,36.96,31.38,25.35,23.17,21.45,20.46
注：从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。
数据来源：国家统计局
