数据库：分省年度数据
指标：民用微型载客汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,10.11,13.22,16.19,18.22,19.64,18.56,20.54,20.96,21.33,21.60
天津市,9.85,10.96,10.82,10.82,10.51,10.37,10.11,10.19,10.28,10.46
河北省,41.62,43.31,48.75,46.86,43.13,38.76,33.86,31.97,30.93,29.36
山西省,17.51,19.07,20.24,21.84,20.67,19.33,17.41,15.92,14.80,13.61
内蒙古自治区,9.43,9.78,9.60,9.30,8.74,8.15,7.62,7.37,7.25,6.83
辽宁省,8.07,8.53,8.67,8.20,7.45,6.77,6.06,6.25,8.47,6.26
吉林省,7.94,8.13,8.03,8.09,7.95,7.66,7.46,7.28,6.93,6.71
黑龙江省,7.73,8.48,9.21,9.23,9.11,8.80,8.48,8.46,8.47,8.11
上海市,1.84,3.39,3.46,3.44,3.55,3.46,3.42,3.53,3.61,3.71
江苏省,16.94,19.86,20.58,20.03,19.17,18.88,18.01,17.75,17.40,16.58
浙江省,14.78,17.93,18.03,17.41,16.33,15.35,14.52,14.42,14.49,14.37
安徽省,4.15,5.30,7.32,7.63,7.31,7.16,6.93,6.82,6.90,7.05
福建省,5.95,6.05,6.13,5.85,5.40,4.97,4.56,4.43,4.34,3.99
江西省,3.81,4.75,4.83,4.70,4.51,4.30,3.98,3.96,3.92,3.66
山东省,45.57,52.47,52.23,49.50,46.53,42.66,37.85,35.38,34.14,32.81
河南省,30.28,26.87,26.44,25.92,24.59,23.26,21.81,21.26,20.76,20.21
湖北省,3.45,3.88,3.79,3.67,3.44,3.18,2.97,2.96,2.94,2.85
湖南省,5.51,5.80,6.05,5.91,5.45,5.01,4.76,4.46,4.25,3.95
广东省,11.56,12.21,12.13,11.39,10.23,8.94,8.24,8.08,7.85,7.56
广西壮族自治区,8.14,10.01,9.82,9.70,9.53,9.26,8.80,8.50,8.24,7.91
海南省,0.59,0.58,0.55,0.52,0.46,0.39,0.36,0.35,0.34,0.31
重庆市,1.11,2.08,2.36,2.42,2.70,2.74,2.78,2.97,3.20,3.27
四川省,26.88,30.85,33.16,34.66,35.82,36.74,35.24,34.30,33.59,32.85
贵州省,3.69,5.29,5.94,6.24,7.26,7.29,7.19,7.28,7.30,7.43
云南省,12.49,13.30,16.12,16.02,15.71,15.49,15.33,15.27,15.02,14.68
西藏自治区,0.47,0.44,1.04,1.02,0.98,0.90,0.75,0.35,0.50,0.29
陕西省,10.72,12.02,11.74,11.28,10.59,9.74,8.92,8.33,8.05,7.16
甘肃省,1.87,2.14,2.20,2.14,2.01,2.08,2.18,2.42,2.59,2.78
青海省,0.74,0.86,0.80,0.70,0.63,0.63,0.69,0.64,0.67,0.71
宁夏回族自治区,0.87,0.95,0.92,0.89,0.82,0.78,0.76,0.78,0.81,0.87
新疆维吾尔自治区,3.17,3.36,3.34,3.25,3.04,2.84,2.62,2.54,2.47,2.36
注：从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。
数据来源：国家统计局
