数据库：分省年度数据
指标：民用中型载货汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,3.19,3.17,3.23,3.30,3.34,3.39,3.74,3.44,3.46,3.42
天津市,1.47,1.46,1.46,1.84,1.89,1.85,1.92,1.84,1.78,1.71
河北省,5.57,8.25,11.29,11.41,11.88,12.09,11.41,10.94,10.45,11.87
山西省,2.37,2.97,4.04,7.12,8.03,8.61,9.00,8.99,8.65,8.91
内蒙古自治区,1.36,1.49,1.71,4.95,5.41,5.88,5.86,5.92,5.89,5.59
辽宁省,4.82,4.92,7.04,7.27,7.03,6.68,5.57,5.98,7.82,6.25
吉林省,3.07,3.38,3.68,5.31,5.24,4.90,4.32,4.18,3.61,3.82
黑龙江省,6.20,6.02,6.68,9.00,9.11,8.73,7.63,7.16,6.88,7.48
上海市,5.18,6.75,8.35,10.85,10.48,9.94,9.65,9.31,8.81,8.29
江苏省,14.86,17.12,17.81,18.52,18.30,17.93,17.33,17.73,17.62,18.03
浙江省,6.18,8.08,9.20,9.50,9.43,9.58,9.87,10.06,10.03,10.16
安徽省,4.85,5.02,5.95,11.36,12.41,13.15,13.59,13.64,13.06,12.86
福建省,3.48,3.74,4.55,4.78,4.71,4.72,4.88,4.96,4.54,4.07
江西省,5.65,5.86,5.53,7.90,7.26,6.52,5.72,5.09,4.44,3.95
山东省,9.90,11.20,12.43,14.89,14.88,14.62,13.32,13.34,13.54,13.98
河南省,21.28,8.94,10.72,15.26,14.49,14.22,13.56,13.65,11.68,10.83
湖北省,8.26,8.49,9.58,12.56,12.47,12.44,12.32,11.41,11.05,11.78
湖南省,7.27,7.85,10.19,12.53,12.24,11.69,11.37,11.09,10.69,10.56
广东省,15.83,17.74,19.28,18.83,17.88,16.58,15.79,16.92,17.65,18.14
广西壮族自治区,6.72,8.23,8.02,7.67,7.26,6.67,6.08,5.64,5.04,5.47
海南省,1.24,1.25,1.28,1.39,1.22,1.03,0.98,1.06,0.99,0.91
重庆市,4.09,4.69,6.17,6.46,9.74,8.98,8.12,7.61,7.37,6.70
四川省,13.94,15.42,17.53,18.24,18.78,18.64,17.22,16.36,15.48,15.42
贵州省,5.39,5.25,5.73,6.87,7.29,6.27,5.34,4.34,3.77,3.77
云南省,9.03,11.02,16.62,17.47,16.94,15.89,15.16,14.17,13.17,13.07
西藏自治区,2.08,1.97,1.56,1.42,1.36,1.27,1.38,0.89,0.79,0.94
陕西省,3.72,4.71,6.89,8.08,8.09,7.85,7.33,6.97,6.46,6.97
甘肃省,4.00,4.15,4.73,4.88,4.75,4.46,4.01,3.72,3.58,4.03
青海省,0.85,0.93,1.09,1.37,1.37,1.33,1.30,1.25,1.28,1.52
宁夏回族自治区,1.40,1.52,1.54,1.56,1.54,1.53,1.49,1.47,1.54,2.00
新疆维吾尔自治区,4.87,4.79,5.31,5.21,4.94,4.78,4.47,4.35,4.28,4.19
注：从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。
数据来源：国家统计局
