数据库：分省年度数据
指标：私人中型载货汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,0.51,0.58,0.71,0.85,0.98,1.12,1.31,1.33,1.38,1.42
天津市,0.80,0.75,0.74,0.93,0.93,0.88,0.84,0.81,0.76,0.72
河北省,4.17,6.10,7.69,7.67,7.62,7.11,6.01,5.41,4.98,4.91
山西省,1.69,2.06,2.71,4.14,4.43,4.54,4.44,4.16,3.89,3.70
内蒙古自治区,1.00,1.10,1.23,3.55,3.79,4.05,3.99,3.95,3.81,3.81
辽宁省,2.33,2.33,2.87,2.72,2.48,2.11,1.48,1.42,1.15,1.16
吉林省,2.26,2.48,2.67,3.51,3.33,2.88,2.14,1.93,1.31,1.27
黑龙江省,4.34,4.16,4.50,5.66,5.43,4.81,3.74,3.32,2.95,2.76
上海市,0.06,0.05,0.12,0.05,0.03,0.02,0.01,0.01,0.01,0.01
江苏省,6.56,7.43,7.63,7.49,7.06,6.53,5.81,5.56,5.36,5.28
浙江省,2.44,3.64,4.19,4.26,4.17,4.16,4.13,4.17,4.18,4.22
安徽省,1.93,1.88,2.13,4.15,4.27,4.35,4.40,4.38,4.20,4.14
福建省,1.99,2.05,2.47,2.50,2.38,2.27,2.25,2.34,2.15,1.90
江西省,2.69,2.61,2.26,2.81,2.45,1.89,1.37,1.20,0.98,0.84
山东省,6.10,7.25,8.32,9.83,9.60,8.69,7.17,6.70,6.35,6.03
河南省,10.08,5.80,6.56,8.12,7.19,6.47,5.73,5.83,4.52,4.19
湖北省,5.35,5.56,6.06,7.59,7.29,6.73,6.01,5.41,5.00,4.90
湖南省,6.04,6.51,8.18,10.01,9.66,8.94,7.87,7.97,7.57,7.34
广东省,8.83,9.94,11.18,10.76,10.09,9.27,9.06,9.71,10.06,10.40
广西壮族自治区,4.14,4.80,4.55,4.02,3.61,3.07,2.66,2.51,2.27,2.36
海南省,1.10,1.12,1.13,1.19,1.03,0.85,0.76,0.75,0.68,0.60
重庆市,1.14,1.20,1.30,1.19,2.14,1.76,1.50,1.49,1.58,1.51
四川省,8.17,9.32,10.13,10.41,10.50,10.16,9.08,8.64,14.12,8.15
贵州省,3.57,3.43,3.63,4.52,4.76,4.05,3.39,2.76,2.34,2.15
云南省,7.18,8.56,12.93,13.50,12.87,11.77,10.90,10.15,9.30,8.86
西藏自治区,1.94,1.77,1.36,1.21,1.15,1.05,0.98,0.68,0.54,0.72
陕西省,2.97,3.70,5.12,5.61,5.35,4.75,3.93,3.47,3.02,2.62
甘肃省,2.56,2.60,2.89,2.93,2.79,2.44,2.08,1.90,1.80,1.93
青海省,0.61,0.67,0.74,0.89,0.83,0.75,0.70,0.66,0.66,0.71
宁夏回族自治区,1.12,1.19,1.19,1.16,1.08,0.99,0.89,0.82,0.81,0.91
新疆维吾尔自治区,1.26,1.23,1.31,1.29,1.22,1.14,1.04,0.98,0.92,0.85
数据来源：国家统计局
