数据库：分省年度数据
指标：私人载货汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,8.83,8.00,7.98,7.86,7.56,7.58,8.03,7.99,8.14,8.29
天津市,19.44,16.96,15.25,14.09,12.38,10.19,8.69,7.80,6.87,6.18
河北省,100.40,105.10,105.03,92.28,79.08,62.67,46.36,41.65,37.44,34.45
山西省,40.03,38.59,36.25,36.40,31.96,26.49,22.07,18.70,16.70,15.56
内蒙古自治区,36.53,35.08,32.09,35.20,31.12,26.96,22.53,20.06,18.04,15.64
辽宁省,39.43,36.16,37.00,32.73,27.53,20.47,13.66,12.33,11.00,10.68
吉林省,29.81,27.88,24.89,23.57,19.98,15.39,10.93,9.74,6.89,6.54
黑龙江省,41.67,38.76,36.36,34.20,29.02,22.53,15.54,13.40,11.65,10.79
上海市,0.28,0.21,0.25,0.14,0.11,0.08,0.05,0.04,0.03,0.04
江苏省,49.66,48.84,44.33,39.11,32.87,25.29,19.07,17.28,15.59,14.61
浙江省,71.36,72.59,67.35,61.21,54.46,46.42,40.26,37.75,34.89,32.06
安徽省,41.01,37.69,34.95,33.00,28.50,22.04,17.16,15.15,13.41,12.11
福建省,46.56,43.15,39.00,34.13,29.04,23.50,19.66,17.91,15.38,12.69
江西省,33.04,29.63,24.37,21.52,17.43,12.77,9.17,7.96,6.79,5.81
山东省,113.34,117.64,107.55,98.57,90.03,71.27,51.72,46.42,41.95,37.19
河南省,102.44,74.62,65.83,59.22,48.67,37.91,28.97,27.09,23.68,21.88
湖北省,47.88,45.29,40.51,37.39,32.75,26.31,19.71,16.61,14.37,13.54
湖南省,55.14,50.61,47.30,43.94,38.04,31.16,24.86,22.05,19.80,18.45
广东省,114.47,112.55,106.81,98.86,90.06,79.62,73.51,71.98,68.28,67.33
广西壮族自治区,36.89,34.93,29.91,24.57,20.00,15.31,11.65,9.90,8.34,8.45
海南省,10.38,9.57,8.62,7.73,6.42,5.06,4.29,3.88,3.42,2.99
重庆市,18.48,16.70,14.22,11.45,14.00,10.98,8.68,8.30,8.30,7.72
四川省,61.28,60.58,56.51,51.26,45.98,38.85,29.99,26.42,35.13,22.94
贵州省,36.42,31.53,27.03,24.66,23.44,19.19,15.29,13.00,11.17,11.61
云南省,66.56,63.92,62.58,56.64,49.27,41.26,34.42,31.00,27.79,27.19
西藏自治区,9.04,7.85,6.00,5.46,4.75,4.21,3.20,3.88,2.95,2.57
陕西省,36.72,34.35,31.48,27.24,22.42,16.62,11.93,9.92,8.25,7.70
甘肃省,29.09,26.19,22.58,19.06,15.77,11.36,8.15,6.96,6.14,5.79
青海省,9.59,8.86,7.82,6.78,5.48,4.17,3.22,2.59,2.27,2.07
宁夏回族自治区,19.39,17.17,14.61,11.98,9.54,7.05,5.04,4.15,3.56,3.26
新疆维吾尔自治区,27.62,24.51,21.19,17.18,13.86,10.71,8.58,7.55,6.70,5.96
数据来源：国家统计局
