数据库：分省年度数据
指标：私人大型载客汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,0.25,0.22,0.22,0.20,0.19,0.17,0.25,0.23,0.21,0.18
天津市,0.13,0.11,0.09,0.11,0.11,0.11,0.11,0.11,0.10,0.10
河北省,0.25,0.44,0.73,0.71,0.69,0.67,0.61,0.56,0.53,0.52
山西省,0.10,0.10,0.12,0.22,0.22,0.22,0.21,0.20,0.20,0.19
内蒙古自治区,0.15,0.16,0.16,0.35,0.33,0.34,0.31,0.26,0.30,0.27
辽宁省,0.58,0.52,0.69,0.64,0.54,0.45,0.37,0.34,0.32,0.33
吉林省,0.49,0.48,0.46,0.52,0.48,0.45,0.38,0.35,0.30,0.28
黑龙江省,0.83,0.76,0.79,0.95,0.86,0.80,0.68,0.61,0.53,0.45
上海市,0.18,0.13,0.10,0.08,0.06,0.04,0.02,0.02,0.02,0.02
江苏省,0.10,0.14,0.19,0.21,0.20,0.18,0.16,0.13,0.11,0.09
浙江省,0.14,0.18,0.16,0.14,0.11,0.10,0.08,0.07,0.06,0.07
安徽省,0.12,0.10,0.12,0.41,0.43,0.45,0.46,0.47,0.45,0.44
福建省,0.09,0.08,0.08,0.08,0.07,0.06,0.05,0.06,0.05,0.04
江西省,0.04,0.04,0.04,0.12,0.12,0.12,0.12,0.13,0.14,0.15
山东省,0.87,1.03,1.24,1.31,1.09,0.94,0.79,0.68,0.57,0.46
河南省,1.49,0.27,0.37,0.77,0.73,0.70,0.67,0.77,0.63,0.83
湖北省,0.10,0.10,0.13,0.28,0.29,0.31,0.31,0.29,0.28,0.33
湖南省,0.13,0.13,0.17,0.35,0.36,0.36,0.76,0.52,0.38,0.43
广东省,1.00,1.14,1.30,1.16,1.01,0.89,0.82,0.70,0.67,0.75
广西壮族自治区,0.04,0.10,0.13,0.12,0.12,0.12,0.12,0.14,0.15,0.19
海南省,0.07,0.10,0.14,0.15,0.11,0.10,0.10,0.10,0.09,0.09
重庆市,0.01,0.01,0.02,0.02,0.14,0.14,0.14,0.14,0.17,0.18
四川省,0.15,0.17,0.18,0.18,0.16,0.15,0.15,0.15,3.97,0.14
贵州省,0.04,0.03,0.03,0.11,0.19,0.19,0.19,0.21,0.23,0.28
云南省,0.04,0.03,0.06,0.07,0.06,0.06,0.07,0.07,0.08,0.12
西藏自治区,0.02,0.03,0.03,0.18,0.13,0.08,0.12,0.07,0.05,0.05
陕西省,0.09,0.13,0.21,0.22,0.20,0.18,0.18,0.17,0.18,0.17
甘肃省,0.03,0.04,0.08,0.12,0.13,0.14,0.16,0.18,0.22,0.26
青海省,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.04,0.04,0.04
宁夏回族自治区,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.06
新疆维吾尔自治区,0.15,0.13,0.16,0.14,0.12,0.11,0.10,0.10,0.09,0.10
数据来源：国家统计局
