数据库：分省年度数据
指标：卫生、社会保障和社会福利业法人单位数(个)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,3885,3811,3084,3049,3044,,,,,
天津市,1654,1500,1508,1446,1406,,,,,
河北省,9762,9432,6554,6654,7170,,,,,
山西省,5487,5321,5217,5149,5124,,,,,
内蒙古自治区,4999,4775,4486,4479,4479,,,,,
辽宁省,12909,11978,11123,10239,10128,,,,,
吉林省,3874,3483,3271,3285,3278,,,,,
黑龙江省,5855,5573,4896,4868,4831,,,,,
上海市,3289,3118,2983,2818,2685,,,,,
江苏省,16153,14231,11288,10821,10020,,,,,
浙江省,8041,7375,7144,6921,6922,,,,,
安徽省,8994,8574,5458,6207,6077,,,,,
福建省,8201,7483,6127,6064,6161,,,,,
江西省,10130,9845,7351,7095,7984,,,,,
山东省,18638,18572,15981,15893,15810,,,,,
河南省,37933,34020,25235,25218,26174,,,,,
湖北省,12353,11427,11243,11107,10984,,,,,
湖南省,16014,16035,8263,8291,8274,,,,,
广东省,11075,10362,9397,9139,8949,,,,,
广西壮族自治区,5745,5387,6644,6573,6445,,,,,
海南省,1141,1054,812,782,770,,,,,
重庆市,5744,5337,6409,5933,5897,,,,,
四川省,18868,17582,14881,14169,14227,,,,,
贵州省,4537,3998,4159,4049,3988,,,,,
云南省,5376,5171,4517,4435,4332,,,,,
西藏自治区,467,318,505,504,504,,,,,
陕西省,14651,14694,10492,12197,12415,,,,,
甘肃省,4222,3941,3550,3517,3497,,,,,
青海省,1118,1050,789,779,769,,,,,
宁夏回族自治区,934,914,830,816,803,,,,,
新疆维吾尔自治区,3488,3206,2688,2676,2631,,,,,
数据来源：国家统计局
