数据库：分省年度数据
指标：水运客运量(万人)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,,0,,,,,,,,
天津市,83,87,76,51,48,15,23,3,4,3
河北省,4,0,,,,,,,,
山西省,128,118,117,123,64,32,41,51,64,108
内蒙古自治区,,0,,,,,,,,
辽宁省,542,534,588,549,490,543,598,651,714,650
吉林省,203,116,241,219,139,170,198,116,115,113
黑龙江省,366,357,329,312,292,285,176,257,253,240
上海市,369,243,353,358,504,1415,230,1419,1263,1204
江苏省,2563,2454,594,579,512,545,537,27,27,37
浙江省,3581,3111,3454,3466,3155,3680,3769,3164,2792,2510
安徽省,178,67,159,155,139,114,153,418,270,244
福建省,1794,1711,1702,1595,1444,1340,1305,1320,1148,985
江西省,281,207,255,251,231,256,108,366,370,427
山东省,2022,1809,2574,2403,2635,2294,2000,1527,1417,1355
河南省,254,255,249,268,255,206,190,160,105,97
湖北省,548,442,444,368,382,371,388,727,706,601
湖南省,1449,1480,1349,1327,919,747,509,525,573,702
广东省,2613,2157,2725,2594,2241,1873,1590,2071,2073,1838
广西壮族自治区,512,394,470,417,395,302,340,1113,1023,883
海南省,1624,1356,1581,1473,1340,1206,1310,1143,1504,1056
重庆市,712,689,1256,1322,1277,1226,1578,1366,1421,1388
四川省,2678,2390,3276,3083,2732,2829,2739,4113,4084,3843
贵州省,1931,1755,2453,2186,1930,1733,1507,1084,948,845
云南省,1099,1045,855,842,731,658,639,599,544,501
西藏自治区,,0,,,,,,,,
陕西省,391,360,369,356,303,262,244,369,355,344
甘肃省,89,85,94,96,94,92,93,246,245,241
青海省,60,58,48,42,38,38,21,,29,12
宁夏回族自治区,219,256,142,121,102,82,48,,,
新疆维吾尔自治区,,0,,,,,,,,
注：1.从1979年起，公路运输包括社会车辆完成数量，从1984年起，还包括私营运输完成的数量(下表同)，从2008年起公路运输量统计范围原则上为营运车辆。水路运输量统计范围为在交通运输主管部门审批、备案、从事营业性旅客和货物运输生产的船舶。
　　　2.2008年公路、水路运输量统计口径有调整。
数据来源：国家统计局
