数据库：分省年度数据
指标：水运货运量(万吨)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,,0,,,,,,,,
天津市,9749,8678,10371,12750,11916,11261,3744,15433,13239,12559
河北省,4041,3048,2590,2672,2150,1052,830,2163,2778,2539
山西省,17,30,30,41,18,5,2,27,59,95
内蒙古自治区,,0,,,,,,,,
辽宁省,13810,13379,12631,11632,10434,9651,9267,8778,7518,5730
吉林省,407,232,331,268,226,261,125,84,89,87
黑龙江省,1262,1245,1175,1118,1015,978,757,1250,1389,1301
上海市,46583,39726,50302,49389,45407,37983,43060,41543,37348,34674
江苏省,75328,70909,58639,54012,48702,42016,38511,37858,32862,29277
浙江省,72837,76662,73817,72872,63258,52002,43656,51129,47522,41768
安徽省,108587,100291,40716,36439,32355,27355,27774,9828,8329,7125
福建省,25782,23162,21100,18871,16803,14272,15193,12130,10841,9210
江西省,9162,8676,7931,7447,6513,5287,4616,4406,3950,3439
山东省,14172,13478,13704,15871,15633,13280,10013,14625,11635,9206
河南省,9351,9854,7705,6527,4950,4439,3964,1858,1516,1307
湖北省,29794,24409,19927,17741,16153,13305,12681,9027,8242,7944
湖南省,25687,23097,18705,17954,15811,11834,11494,8234,6894,4615
广东省,77219,78027,57737,48856,43092,36623,33934,30893,27503,26422
广西壮族自治区,22009,19550,19398,15813,12832,9738,10198,6716,5549,4642
海南省,11763,6075,9528,9326,7966,6933,5246,7031,5487,3076
重庆市,14117,12924,12874,11762,9660,7771,6971,5904,4551,3896
四川省,8361,7100,7160,6367,5237,4122,3736,3642,3167,2986
贵州省,1338,1142,1098,987,910,816,737,665,599,520
云南省,560,508,465,439,402,345,339,262,247,236
西藏自治区,,0,,,,,,,,114
陕西省,186,246,192,190,170,173,165,118,117,114
甘肃省,10,10,25,33,32,30,28,53,52,48
青海省,,0,,,,,,,,
宁夏回族自治区,,0,,,,,,,,
新疆维吾尔自治区,,0,,,,,,,,
注：2008年公路、水路运输量统计口径有调整。
数据来源：国家统计局
