数据库：分省年度数据
指标：水运旅客周转量(亿人公里)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,,0.00,,,,,,,,
天津市,0.15,0.10,0.26,0.33,0.32,0.17,0.17,0.39,0.39,0.35
河北省,0.28,0.00,,,,,,,,
山西省,0.13,0.11,0.09,0.12,,,,,,
内蒙古自治区,,0.00,,,,,,,,
辽宁省,6.52,6.52,7.50,7.04,6.39,7.04,7.78,8.39,9.16,8.39
吉林省,0.25,0.25,0.33,0.29,0.20,0.27,0.43,0.14,0.09,0.09
黑龙江省,0.40,0.40,0.37,0.37,0.35,0.34,0.29,0.32,0.32,0.31
上海市,1.06,0.62,0.99,1.02,5.42,6.29,0.62,6.13,4.59,4.47
江苏省,3.03,3.97,1.39,1.53,1.37,1.29,0.73,0.33,0.10,0.11
浙江省,5.56,5.09,6.16,6.44,6.03,7.45,7.39,6.91,6.71,7.67
安徽省,0.32,0.19,0.29,0.32,0.27,0.22,0.32,0.82,0.65,0.31
福建省,2.87,2.85,2.72,2.41,2.14,1.83,1.67,1.75,1.50,1.39
江西省,0.37,0.36,0.32,0.30,0.32,0.39,0.29,0.59,0.62,0.71
山东省,11.81,11.01,12.50,11.88,11.85,9.97,6.04,8.18,6.63,6.00
河南省,0.54,0.37,0.60,0.65,0.60,0.52,0.49,0.78,0.55,0.53
湖北省,2.93,3.24,2.99,2.60,2.79,2.49,2.31,5.30,5.14,4.23
湖南省,2.84,2.85,2.63,2.74,1.69,1.01,0.82,1.19,1.42,1.94
广东省,10.67,8.37,10.01,9.63,8.31,7.06,7.54,10.98,12.14,8.89
广西壮族自治区,2.48,1.92,2.28,2.01,1.78,1.70,1.65,3.28,3.01,2.58
海南省,3.33,2.17,3.15,3.11,2.72,2.40,2.43,2.37,2.15,1.58
重庆市,7.57,7.26,11.32,11.07,10.21,10.36,9.99,12.63,11.54,11.75
四川省,2.65,2.88,2.73,2.63,2.31,2.24,2.65,2.90,2.90,2.78
贵州省,5.19,4.54,5.85,5.15,4.57,4.09,3.44,2.29,1.93,1.78
云南省,2.37,2.23,2.02,1.96,1.78,1.55,1.54,1.21,1.17,1.05
西藏自治区,,0.00,,,,,,,,
陕西省,0.66,0.70,0.58,0.54,0.43,0.37,0.32,0.63,0.60,0.58
甘肃省,0.17,0.16,0.21,0.22,0.21,0.21,0.21,0.23,0.23,0.22
青海省,0.08,0.07,0.07,0.06,0.05,0.05,,,,
宁夏回族自治区,0.10,0.10,0.13,0.13,0.12,,,,,
新疆维吾尔自治区,,0.00,,,,,,,,
注：2008年公路、水路运输量统计口径有调整。
数据来源：国家统计局
