数据库：分省年度数据
指标：新注册民用微型载客汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,0.16,0.24,0.41,0.33,1.26,0.62,0.03,0.01,0.01,0.79
天津市,0.14,0.31,0.22,0.33,0.48,0.33,0.06,0.04,0.06,0.10
河北省,1.30,1.48,1.95,3.57,0.68,5.13,1.71,0.19,1.22,6.96
山西省,0.61,0.70,1.19,1.33,1.63,2.07,1.53,0.97,1.07,1.40
内蒙古自治区,0.22,0.27,0.36,0.66,0.74,0.63,0.40,0.14,0.05,0.59
辽宁省,0.18,0.35,0.29,0.61,0.73,0.38,0.13,0.13,0.27,0.49
吉林省,0.09,0.14,0.24,0.37,0.49,0.48,0.31,0.49,0.73,0.81
黑龙江省,0.08,0.09,0.13,0.28,0.61,0.51,0.24,0.06,0.41,0.34
上海市,0.05,0.07,0.09,0.18,0.31,0.16,0.06,0.05,0.10,0.19
江苏省,0.55,0.57,0.89,1.39,1.50,1.06,0.50,0.50,0.75,0.93
浙江省,0.87,0.65,0.84,1.43,1.58,1.15,0.44,0.27,0.39,0.57
安徽省,0.16,0.19,0.28,0.52,0.53,0.48,0.29,0.14,0.17,0.38
福建省,0.19,0.19,0.32,0.48,0.48,0.44,0.19,0.13,0.19,0.22
江西省,0.10,0.11,0.16,0.24,0.34,1.48,0.11,0.09,0.17,0.33
山东省,1.38,1.52,2.11,2.73,3.68,4.57,2.38,0.91,1.45,2.33
河南省,0.58,0.65,0.82,1.04,1.63,1.52,0.67,0.52,0.72,2.29
湖北省,0.11,0.13,0.16,0.25,0.34,0.25,0.06,0.02,0.09,0.08
湖南省,0.19,0.24,0.25,0.49,0.56,0.38,0.09,0.11,0.13,0.18
广东省,0.38,0.47,0.82,1.23,1.36,0.68,0.14,0.12,0.17,0.26
广西壮族自治区,0.05,0.11,0.19,0.28,0.40,0.56,0.10,0.37,0.45,0.33
海南省,0.02,0.03,0.03,0.06,0.07,0.03,0.01,0.01,0.02,0.04
重庆市,0.03,0.06,0.09,0.08,0.14,0.10,0.03,0.05,0.06,0.34
四川省,0.25,0.33,0.55,0.94,1.49,1.96,1.43,0.20,1.66,1.68
贵州省,0.09,0.10,0.11,0.21,0.36,0.27,0.12,0.12,0.16,0.20
云南省,0.22,0.27,0.37,0.54,0.61,0.37,0.24,0.32,0.50,0.82
西藏自治区,0.05,0.02,0.05,0.07,0.09,0.02,0.10,0.04,0.03,0.29
陕西省,0.27,0.39,0.60,0.80,0.94,0.88,0.58,0.32,0.48,0.69
甘肃省,0.06,0.06,0.10,0.17,0.15,0.10,0.02,0.02,0.23,0.08
青海省,0.03,0.04,0.06,0.08,0.06,0.05,0.00,0.00,0.02,0.01
宁夏回族自治区,0.04,0.05,0.05,0.09,0.08,0.06,0.03,0.04,0.04,0.07
新疆维吾尔自治区,0.03,0.06,0.12,0.23,0.26,0.24,0.01,0.08,0.01,0.24
数据来源：国家统计局
