数据库：分省年度数据
指标：新注册民用载货汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,4.08,3.41,3.27,3.14,3.14,4.49,2.83,0.78,0.93,1.34
天津市,4.61,3.43,2.89,2.79,3.54,2.28,1.65,1.67,1.26,1.03
河北省,21.29,22.36,19.36,20.40,2.34,16.88,6.33,0.70,6.34,17.01
山西省,6.15,7.01,6.98,8.16,10.05,6.44,6.03,3.72,3.18,3.22
内蒙古自治区,4.11,5.13,6.09,7.59,8.10,5.18,4.15,1.26,0.51,2.73
辽宁省,5.87,8.30,7.14,10.31,11.86,9.13,3.36,3.22,3.39,3.55
吉林省,4.30,4.75,4.36,4.98,5.94,4.59,1.29,1.72,1.25,1.19
黑龙江省,3.81,5.61,5.94,7.27,8.59,7.58,3.05,0.49,1.90,1.68
上海市,3.25,3.62,2.26,2.31,2.56,1.51,1.26,1.85,2.09,1.91
江苏省,10.24,11.26,9.88,11.61,12.29,8.09,4.62,4.98,4.36,4.00
浙江省,15.19,13.36,11.92,12.73,15.72,10.70,6.10,7.01,6.66,6.36
安徽省,11.57,12.58,10.68,10.78,12.42,9.05,4.79,4.49,4.15,3.55
福建省,7.98,8.67,7.61,7.75,8.21,5.64,3.77,4.41,4.01,3.10
江西省,8.42,8.22,7.41,7.14,7.75,5.06,3.49,2.66,2.96,2.20
山东省,24.81,23.53,19.83,17.64,23.51,21.81,8.31,6.96,7.98,6.73
河南省,14.21,18.45,16.63,12.80,17.97,13.07,5.82,5.49,4.54,5.63
湖北省,8.58,9.07,7.97,6.22,9.25,8.20,5.79,2.24,3.14,2.82
湖南省,8.77,9.01,8.05,8.03,9.34,6.94,1.56,1.31,1.70,1.88
广东省,23.05,19.50,15.50,16.88,18.87,11.86,8.91,10.83,10.57,9.93
广西壮族自治区,6.62,7.21,6.90,6.65,7.51,5.91,1.30,3.99,2.60,1.99
海南省,1.50,1.54,1.45,1.74,1.86,1.22,0.90,0.70,0.49,0.46
重庆市,4.74,6.09,4.90,5.49,5.62,4.57,5.75,3.25,3.00,3.15
四川省,9.20,11.09,10.25,10.82,12.94,12.59,5.63,1.61,5.08,4.59
贵州省,7.51,7.62,6.35,5.61,5.64,4.89,3.37,2.82,1.90,2.09
云南省,9.40,9.90,9.33,9.60,10.73,7.68,6.14,5.54,3.61,4.43
西藏自治区,1.38,1.70,0.94,0.81,0.79,0.52,0.25,0.19,0.38,0.56
陕西省,6.23,7.19,6.72,7.09,9.03,6.53,3.60,2.82,1.83,1.24
甘肃省,5.97,6.51,5.41,5.19,6.62,4.55,1.43,1.67,1.42,1.26
青海省,2.06,2.07,1.78,1.90,1.86,1.38,0.04,0.04,0.42,0.21
宁夏回族自治区,2.91,3.24,3.11,3.18,3.13,2.00,1.18,0.78,0.64,0.94
新疆维吾尔自治区,6.41,7.57,7.72,7.64,6.59,4.50,0.11,2.09,0.25,1.64
数据来源：国家统计局
