数据库：分省年度数据
指标：新注册民用其他汽车拥有量(万辆)
时间：最近10年
地区,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年
北京市,0.20,0.31,0.34,0.42,0.53,0.54,0.74,0.44,0.32,0.36
天津市,0.12,0.11,0.10,0.17,0.17,0.12,0.29,0.32,0.16,0.17
河北省,0.46,0.46,0.48,0.66,0.05,0.43,3.06,0.26,1.68,1.63
山西省,0.18,0.23,0.29,0.31,0.26,0.22,1.60,0.66,0.30,0.17
内蒙古自治区,0.13,0.19,0.28,0.44,0.40,0.18,1.30,0.24,0.23,0.71
辽宁省,0.18,0.28,0.25,0.42,0.41,0.25,0.80,0.56,0.33,0.36
吉林省,0.11,0.14,0.16,0.25,0.19,0.12,0.25,0.38,0.36,0.12
黑龙江省,0.14,0.19,0.26,0.33,0.28,0.19,0.87,0.14,0.31,0.19
上海市,1.90,0.99,0.41,0.70,0.79,,,,0.00,0.00
江苏省,0.69,0.71,0.63,0.74,1.37,0.17,1.27,1.46,0.95,0.69
浙江省,0.36,0.35,0.39,0.42,0.45,0.33,0.74,0.88,0.78,0.49
安徽省,0.29,0.32,0.26,0.36,0.32,0.23,1.20,1.43,1.07,0.65
福建省,0.17,0.22,0.21,0.23,0.17,0.12,0.51,0.61,0.45,0.27
江西省,0.31,0.30,0.31,0.27,0.23,0.01,0.45,0.29,0.33,0.20
山东省,0.58,0.54,0.60,0.66,0.56,0.50,2.62,2.10,1.72,0.89
河南省,4.54,0.41,0.43,0.47,0.45,0.24,1.92,1.46,0.51,0.71
湖北省,0.44,0.46,0.36,0.35,0.36,0.20,0.97,0.28,0.38,0.25
湖南省,0.44,0.23,0.21,0.25,0.22,0.19,0.14,0.13,0.11,0.08
广东省,0.43,0.38,0.45,0.52,0.55,0.44,1.16,1.44,1.06,0.86
广西壮族自治区,0.18,0.20,0.19,0.18,0.20,0.15,0.11,0.46,0.33,0.27
海南省,0.05,0.05,0.07,0.09,0.07,0.04,0.08,0.05,0.00,0.03
重庆市,0.37,0.43,0.34,0.03,0.33,0.19,0.38,0.18,0.17,0.12
四川省,0.28,0.33,0.29,0.36,0.39,0.31,0.47,0.09,0.31,0.20
贵州省,0.58,0.36,0.25,0.24,0.14,0.09,0.13,0.10,0.07,0.14
云南省,0.22,0.24,0.23,0.26,0.29,0.20,0.19,0.16,0.13,0.13
西藏自治区,0.04,0.02,0.02,0.03,0.01,0.00,0.00,0.00,0.00,0.00
陕西省,0.34,0.41,0.39,0.49,0.41,0.30,1.07,0.88,0.33,0.15
甘肃省,0.18,0.24,0.15,0.16,0.20,0.12,0.14,0.21,0.10,0.14
青海省,0.07,0.10,0.08,0.09,0.10,0.06,0.00,0.01,0.04,0.03
宁夏回族自治区,0.06,0.10,0.11,0.14,0.13,0.09,0.29,0.26,0.11,0.11
新疆维吾尔自治区,0.26,0.35,0.50,0.51,0.33,0.21,0.03,0.46,0.06,0.32
数据来源：国家统计局
